Unnamed: 0,filename,original filename,scanid,digit,database name original,contributing team,database name,included,img_path,split_col
2082.0,c02082.png,Scan_201_digit_2_num_0.png,201,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c02082.png,OngkoDB_2
176.0,c00176.png,Scan_241_digit_2_num_4.png,241,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c00176.png,OngkoDB_2
5939.0,c05939.png,Scan_191_digit_2_num_1.png,191,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c05939.png,OngkoDB_2
1294.0,c01294.png,Scan_217_digit_2_num_2.png,217,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c01294.png,OngkoDB_2
11403.0,c11403.png,Scan_180_digit_2_num_8.png,180,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c11403.png,OngkoDB_2
8155.0,c08155.png,Scan_69_digit_2_num_3.png,69,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c08155.png,OngkoDB_2
1561.0,c01561.png,Scan_135_digit_2_num_6.png,135,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c01561.png,OngkoDB_2
19840.0,c19840.png,Scan_246_digit_2_num_9.png,246,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c19840.png,OngkoDB_2
15977.0,c15977.png,Scan_224_digit_2_num_9.png,224,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c15977.png,OngkoDB_2
7052.0,c07052.png,Scan_130_digit_2_num_2.png,130,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c07052.png,OngkoDB_2
17971.0,c17971.png,Scan_57_digit_2_num_0.png,57,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c17971.png,OngkoDB_2
17199.0,c17199.png,Scan_145_digit_2_num_5.png,145,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c17199.png,OngkoDB_2
17105.0,c17105.png,Scan_122_digit_2_num_8.png,122,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c17105.png,OngkoDB_2
14633.0,c14633.png,Scan_4_digit_2_num_4.png,4,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c14633.png,OngkoDB_2
21.0,c00021.png,Scan_30_digit_2_num_3.png,30,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c00021.png,OngkoDB_2
5141.0,c05141.png,Scan_64_digit_2_num_5.png,64,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c05141.png,OngkoDB_2
3573.0,c03573.png,Scan_19_digit_2_num_5.png,19,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c03573.png,OngkoDB_2
16085.0,c16085.png,Scan_202_digit_2_num_1.png,202,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c16085.png,OngkoDB_2
10774.0,c10774.png,Scan_93_digit_2_num_5.png,93,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c10774.png,OngkoDB_2
4939.0,c04939.png,Scan_69_digit_2_num_0.png,69,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c04939.png,OngkoDB_2
17250.0,c17250.png,Scan_258_digit_2_num_4.png,258,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c17250.png,OngkoDB_2
4149.0,c04149.png,Scan_25_digit_2_num_3.png,25,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c04149.png,OngkoDB_2
10797.0,c10797.png,Scan_13_digit_2_num_0.png,13,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c10797.png,OngkoDB_2
13838.0,c13838.png,Scan_181_digit_2_num_8.png,181,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c13838.png,OngkoDB_2
11036.0,c11036.png,Scan_262_digit_2_num_6.png,262,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c11036.png,OngkoDB_2
18833.0,c18833.png,Scan_154_digit_2_num_9.png,154,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c18833.png,OngkoDB_2
12187.0,c12187.png,Scan_145_digit_2_num_9.png,145,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c12187.png,OngkoDB_2
6594.0,c06594.png,Scan_258_digit_2_num_1.png,258,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c06594.png,OngkoDB_2
19851.0,c19851.png,Scan_239_digit_2_num_4.png,239,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c19851.png,OngkoDB_2
3387.0,c03387.png,Scan_75_digit_2_num_5.png,75,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c03387.png,OngkoDB_2
8164.0,c08164.png,Scan_97_digit_2_num_0.png,97,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c08164.png,OngkoDB_2
5108.0,c05108.png,Scan_14_digit_2_num_6.png,14,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c05108.png,OngkoDB_2
16710.0,c16710.png,Scan_99_digit_2_num_5.png,99,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c16710.png,OngkoDB_2
5383.0,c05383.png,Scan_51_digit_2_num_6.png,51,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c05383.png,OngkoDB_2
9171.0,c09171.png,Scan_151_digit_2_num_7.png,151,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c09171.png,OngkoDB_2
15271.0,c15271.png,Scan_142_digit_2_num_8.png,142,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c15271.png,OngkoDB_2
20576.0,c20576.png,Scan_165_digit_2_num_8.png,165,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c20576.png,OngkoDB_2
6083.0,c06083.png,Scan_136_digit_2_num_9.png,136,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c06083.png,OngkoDB_2
16093.0,c16093.png,Scan_251_digit_2_num_4.png,251,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c16093.png,OngkoDB_2
4504.0,c04504.png,Scan_273_digit_2_num_9.png,273,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c04504.png,OngkoDB_2
17827.0,c17827.png,Scan_62_digit_2_num_2.png,62,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c17827.png,OngkoDB_2
6105.0,c06105.png,Scan_248_digit_2_num_0.png,248,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c06105.png,OngkoDB_2
9421.0,c09421.png,Scan_202_digit_2_num_0.png,202,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c09421.png,OngkoDB_2
1979.0,c01979.png,Scan_49_digit_2_num_4.png,49,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c01979.png,OngkoDB_2
2398.0,c02398.png,Scan_265_digit_2_num_0.png,265,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c02398.png,OngkoDB_2
10075.0,c10075.png,Scan_14_digit_2_num_5.png,14,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c10075.png,OngkoDB_2
12407.0,c12407.png,Scan_285_digit_2_num_1.png,285,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c12407.png,OngkoDB_2
10945.0,c10945.png,Scan_200_digit_2_num_5.png,200,2,OngkoDB,Buet_Backpropers,training-c,True,training-c/c10945.png,OngkoDB_2
