,filename,original filename,scanid,digit,database name original,contributing team,database name,included
0,c00000.png,Scan_280_digit_6_num_7.png,280,6,OngkoDB,Buet_Backpropers,training-c,True
1,c00001.png,Scan_29_digit_1_num_1.png,29,1,OngkoDB,Buet_Backpropers,training-c,False
2,c00002.png,Scan_131_digit_3_num_1.png,131,3,OngkoDB,Buet_Backpropers,training-c,False
3,c00003.png,Scan_160_digit_2_num_2.png,160,2,OngkoDB,Buet_Backpropers,training-c,False
4,c00004.png,Scan_202_digit_7_num_0.png,202,7,OngkoDB,Buet_Backpropers,training-c,False
5,c00005.png,Scan_93_digit_3_num_1.png,93,3,OngkoDB,Buet_Backpropers,training-c,False
6,c00006.png,Scan_4_digit_4_num_1.png,4,4,OngkoDB,Buet_Backpropers,training-c,True
7,c00007.png,Scan_60_digit_7_num_2.png,60,7,OngkoDB,Buet_Backpropers,training-c,True
8,c00008.png,Scan_141_digit_5_num_9.png,141,5,OngkoDB,Buet_Backpropers,training-c,True
9,c00009.png,Scan_141_digit_3_num_7.png,141,3,OngkoDB,Buet_Backpropers,training-c,False
10,c00010.png,Scan_0_digit_0_num_3.png,0,0,OngkoDB,Buet_Backpropers,training-c,True
11,c00011.png,Scan_157_digit_6_num_2.png,157,6,OngkoDB,Buet_Backpropers,training-c,False
12,c00012.png,Scan_15_digit_5_num_6.png,15,5,OngkoDB,Buet_Backpropers,training-c,True
13,c00013.png,Scan_266_digit_3_num_3.png,266,3,OngkoDB,Buet_Backpropers,training-c,False
14,c00014.png,Scan_16_digit_9_num_7.png,16,9,OngkoDB,Buet_Backpropers,training-c,False
15,c00015.png,Scan_249_digit_1_num_1.png,249,1,OngkoDB,Buet_Backpropers,training-c,False
16,c00016.png,Scan_41_digit_8_num_6.png,41,8,OngkoDB,Buet_Backpropers,training-c,False
17,c00017.png,Scan_61_digit_2_num_0.png,61,2,OngkoDB,Buet_Backpropers,training-c,False
18,c00018.png,Scan_209_digit_9_num_9.png,209,9,OngkoDB,Buet_Backpropers,training-c,False
19,c00019.png,Scan_273_digit_8_num_0.png,273,8,OngkoDB,Buet_Backpropers,training-c,False
20,c00020.png,Scan_73_digit_0_num_3.png,73,0,OngkoDB,Buet_Backpropers,training-c,False
21,c00021.png,Scan_30_digit_2_num_3.png,30,2,OngkoDB,Buet_Backpropers,training-c,True
22,c00022.png,Scan_252_digit_5_num_9.png,252,5,OngkoDB,Buet_Backpropers,training-c,False
23,c00023.png,Scan_15_digit_0_num_3.png,15,0,OngkoDB,Buet_Backpropers,training-c,False
24,c00024.png,Scan_13_digit_3_num_1.png,13,3,OngkoDB,Buet_Backpropers,training-c,False
25,c00025.png,Scan_110_digit_1_num_0.png,110,1,OngkoDB,Buet_Backpropers,training-c,False
26,c00026.png,Scan_236_digit_2_num_4.png,236,2,OngkoDB,Buet_Backpropers,training-c,False
27,c00027.png,Scan_120_digit_0_num_7.png,120,0,OngkoDB,Buet_Backpropers,training-c,True
28,c00028.png,Scan_3_digit_4_num_6.png,3,4,OngkoDB,Buet_Backpropers,training-c,True
29,c00029.png,Scan_286_digit_5_num_9.png,286,5,OngkoDB,Buet_Backpropers,training-c,True
30,c00030.png,Scan_161_digit_4_num_4.png,161,4,OngkoDB,Buet_Backpropers,training-c,False
31,c00031.png,Scan_288_digit_9_num_3.png,288,9,OngkoDB,Buet_Backpropers,training-c,False
32,c00032.png,Scan_2_digit_9_num_3.png,2,9,OngkoDB,Buet_Backpropers,training-c,False
33,c00033.png,Scan_53_digit_5_num_2.png,53,5,OngkoDB,Buet_Backpropers,training-c,False
34,c00034.png,Scan_91_digit_8_num_8.png,91,8,OngkoDB,Buet_Backpropers,training-c,True
35,c00035.png,Scan_60_digit_1_num_9.png,60,1,OngkoDB,Buet_Backpropers,training-c,True
36,c00036.png,Scan_132_digit_5_num_3.png,132,5,OngkoDB,Buet_Backpropers,training-c,False
37,c00037.png,Scan_206_digit_7_num_8.png,206,7,OngkoDB,Buet_Backpropers,training-c,True
38,c00038.png,Scan_156_digit_8_num_1.png,156,8,OngkoDB,Buet_Backpropers,training-c,True
39,c00039.png,Scan_189_digit_0_num_3.png,189,0,OngkoDB,Buet_Backpropers,training-c,True
40,c00040.png,Scan_278_digit_3_num_8.png,278,3,OngkoDB,Buet_Backpropers,training-c,False
41,c00041.png,Scan_70_digit_1_num_5.png,70,1,OngkoDB,Buet_Backpropers,training-c,False
42,c00042.png,Scan_19_digit_8_num_3.png,19,8,OngkoDB,Buet_Backpropers,training-c,False
43,c00043.png,Scan_46_digit_9_num_7.png,46,9,OngkoDB,Buet_Backpropers,training-c,True
44,c00044.png,Scan_121_digit_6_num_4.png,121,6,OngkoDB,Buet_Backpropers,training-c,True
45,c00045.png,Scan_25_digit_6_num_5.png,25,6,OngkoDB,Buet_Backpropers,training-c,False
46,c00046.png,Scan_285_digit_2_num_9.png,285,2,OngkoDB,Buet_Backpropers,training-c,False
47,c00047.png,Scan_199_digit_0_num_5.png,199,0,OngkoDB,Buet_Backpropers,training-c,False
48,c00048.png,Scan_136_digit_2_num_7.png,136,2,OngkoDB,Buet_Backpropers,training-c,True
49,c00049.png,Scan_156_digit_9_num_5.png,156,9,OngkoDB,Buet_Backpropers,training-c,True
50,c00050.png,Scan_281_digit_5_num_1.png,281,5,OngkoDB,Buet_Backpropers,training-c,False
51,c00051.png,Scan_30_digit_0_num_2.png,30,0,OngkoDB,Buet_Backpropers,training-c,False
52,c00052.png,Scan_142_digit_3_num_1.png,142,3,OngkoDB,Buet_Backpropers,training-c,False
53,c00053.png,Scan_115_digit_1_num_7.png,115,1,OngkoDB,Buet_Backpropers,training-c,False
54,c00054.png,Scan_141_digit_7_num_3.png,141,7,OngkoDB,Buet_Backpropers,training-c,True
55,c00055.png,Scan_137_digit_0_num_9.png,137,0,OngkoDB,Buet_Backpropers,training-c,True
56,c00056.png,Scan_100_digit_1_num_7.png,100,1,OngkoDB,Buet_Backpropers,training-c,True
57,c00057.png,Scan_223_digit_0_num_3.png,223,0,OngkoDB,Buet_Backpropers,training-c,False
58,c00058.png,Scan_176_digit_3_num_5.png,176,3,OngkoDB,Buet_Backpropers,training-c,False
59,c00059.png,Scan_96_digit_4_num_8.png,96,4,OngkoDB,Buet_Backpropers,training-c,False
60,c00060.png,Scan_115_digit_2_num_6.png,115,2,OngkoDB,Buet_Backpropers,training-c,False
61,c00061.png,Scan_133_digit_3_num_2.png,133,3,OngkoDB,Buet_Backpropers,training-c,True
62,c00062.png,Scan_267_digit_8_num_1.png,267,8,OngkoDB,Buet_Backpropers,training-c,True
63,c00063.png,Scan_277_digit_7_num_9.png,277,7,OngkoDB,Buet_Backpropers,training-c,True
64,c00064.png,Scan_155_digit_8_num_7.png,155,8,OngkoDB,Buet_Backpropers,training-c,True
65,c00065.png,Scan_173_digit_9_num_1.png,173,9,OngkoDB,Buet_Backpropers,training-c,True
66,c00066.png,Scan_57_digit_9_num_9.png,57,9,OngkoDB,Buet_Backpropers,training-c,False
67,c00067.png,Scan_206_digit_0_num_2.png,206,0,OngkoDB,Buet_Backpropers,training-c,False
68,c00068.png,Scan_236_digit_7_num_6.png,236,7,OngkoDB,Buet_Backpropers,training-c,True
69,c00069.png,Scan_201_digit_9_num_3.png,201,9,OngkoDB,Buet_Backpropers,training-c,False
70,c00070.png,Scan_205_digit_5_num_1.png,205,5,OngkoDB,Buet_Backpropers,training-c,False
71,c00071.png,Scan_126_digit_0_num_8.png,126,0,OngkoDB,Buet_Backpropers,training-c,False
72,c00072.png,Scan_199_digit_8_num_3.png,199,8,OngkoDB,Buet_Backpropers,training-c,False
73,c00073.png,Scan_187_digit_7_num_4.png,187,7,OngkoDB,Buet_Backpropers,training-c,False
74,c00074.png,Scan_283_digit_8_num_8.png,283,8,OngkoDB,Buet_Backpropers,training-c,True
75,c00075.png,Scan_240_digit_7_num_8.png,240,7,OngkoDB,Buet_Backpropers,training-c,False
76,c00076.png,Scan_12_digit_3_num_0.png,12,3,OngkoDB,Buet_Backpropers,training-c,False
77,c00077.png,Scan_236_digit_0_num_4.png,236,0,OngkoDB,Buet_Backpropers,training-c,False
78,c00078.png,Scan_207_digit_5_num_1.png,207,5,OngkoDB,Buet_Backpropers,training-c,False
79,c00079.png,Scan_59_digit_3_num_6.png,59,3,OngkoDB,Buet_Backpropers,training-c,False
80,c00080.png,Scan_48_digit_1_num_5.png,48,1,OngkoDB,Buet_Backpropers,training-c,False
